832.355 1107.14 1588.68 844.721 54.3996 -192.339 3278.8 4309.9 4058.25 4614.89 2064.39 -3325.84 925.203 -1548.08 -478.202 4268.61 -1571.2 403.079 4349.51 
-486.423 -648.113 -929.103 -494.16 -30.9382 113.639 -1918.78 -2520.97 -2375.23 -2701.46 -1207.73 1946.46 -540.247 905.709 280.262 -2497.1 918.59 -236.476 -2545.18 
-129.316 -172.635 -248.16 -131.191 -9.07268 30.7475 -512.145 -672.331 -632.202 -719.211 -321.806 518.27 -144.563 241.215 73.7783 -665.339 245.141 -61.8949 -677.739 
488.262 650.285 934.461 496.032 32.6116 -113.097 1926.26 2531.3 2383.26 2711.09 1212.58 -1953.6 543.379 -909.077 -280.511 2508.61 -923.029 237.123 2556.05 
1632.94 2173.23 3117.91 1658.94 105.792 -377.44 6434.44 8457.38 7964.42 9056.88 4051.33 -6527.9 1816.1 -3036.38 -939.946 8376.85 -3084.93 791 8537.24 
2203.08 2932.82 4210.09 2238.97 144.075 -509.828 8685.17 11414.2 10749.3 12225.5 5467.76 -8811.78 2450.47 -4099.32 -1267.81 11308.6 -4163.62 1068.67 11524.1 
-1652.22 -2197.25 -3153.86 -1677.99 -108.675 381.647 -6508.6 -8553.47 -8054.94 -9161.04 -4097.37 6602.64 -1835.8 3070.63 949.397 -8474.16 3119.3 -799.399 -8636.06 
515.615 687.185 984.751 523.928 34.3796 -120.052 2031.64 2670.97 2515.65 2861.43 1279.11 -2062.26 572.898 -959.814 -296.969 2646.53 -974.018 250.547 2696.16 
142.216 189.394 271.762 144.987 8.44906 -33.2547 560.904 737.032 694.12 789.42 353.95 -570.398 159.321 -264.753 -81.5393 731.561 -269.777 68.3835 745.436 
-1127.54 -1500.27 -2153.92 -1145.53 -73.9818 260.578 -4444.18 -5840.79 -5500.73 -6257.16 -2797.77 4509.22 -1253.66 2097.38 647.795 -5786.98 2130.37 -545.91 -5898.52 
-803.127 -1068.61 -1534.65 -816.041 -53.3491 186.851 -3165.55 -4162.09 -3918.24 -4457.71 -1993.47 3213.14 -893.581 1493.92 461.155 -4123.16 1518.22 -388.319 -4201.89 
39.3618 53.6748 77.0623 39.9639 1.95532 -9.77467 157.637 207.319 196.944 223.854 100.501 -159.813 44.1117 -74.8286 -22.5039 205.743 -76.1533 19.5072 210.756 
-153.893 -206.251 -294.267 -157.479 -10.8138 36.0253 -608.962 -800.284 -753.012 -856.487 -383.517 617.862 -171.588 287.976 89.0949 -793.619 292.79 -75.2131 -809.014 
2339.87 3115.12 4469.6 2376.81 152.864 -542.01 9223.36 12121.4 11413.3 12981.3 5806.09 -9356.15 2601.39 -4352.05 -1346.24 12008 -4419.55 1134.28 12236.5 
-248.27 -329.576 -473.037 -251.431 -16.0216 57.5699 -975.545 -1283.55 -1207.17 -1374.14 -614.135 989.977 -275.374 460.062 143.24 -1271.54 467.088 -120.808 -1295.78 
19.5398 26.1894 39.1837 20.3374 2.24423 -4.76457 78.5887 103.879 97.8277 112.408 49.1865 -81.0678 22.9677 -37.3166 -10.6196 102.775 -37.7182 9.03412 104.417 
486.262 647.504 930.948 494.7 32.5544 -113.432 1919.84 2522.91 2376.5 2701.38 1208.67 -1947.86 540.645 -906.771 -280.008 2499.56 -919.044 235.599 2546.56 
