-123281 -351669 -120863 -332752 -295648 -26099.5 -284366 
-19250.5 -54914.4 -18873.7 -51960.5 -46167.5 -4076.3 -44405 
-95160.1 -271421 -93274.7 -256820 -228181 -20149.3 -219478 
-343253 -979092 -336485 -926426 -823117 -72675.6 -791716 
138403 394774 135671 373539 331884 29303.1 319222 
