-13412.5 2049.43 -64221.8 37384.4 55688.2 53237.8 -26743.9 -46492.4 -20563.5 -38849.9 -21583.3 82937.8 -48264.2 
5135.62 -784.51 24589 -14312.8 -21322.2 -20383.9 10239.6 17800.6 7873.69 14875.4 8263.78 -31754.5 18479.6 
-7126.37 1089.09 -34120.2 19862.2 29586.1 28284.5 -14208.7 -24701.2 -10925.1 -20639.8 -11466.9 44063.8 -25640.7 
-2239.16 341.169 -10717.4 6240.21 9293.87 8884.83 -4463.28 -7760.26 -3431.19 -6484.28 -3602.94 13842.2 -8055.06 
7643.86 -1168.61 36596.8 -21303.5 -31734.5 -30337.4 15241.5 26492.9 11717.7 22138.7 12299.5 -47263 27503.1 
-1220.65 186.845 -5840.84 3401 5064.89 4841.24 -2432.72 -4229.04 -1870.33 -3534.11 -1962.23 7543.44 -4390.12 
5777.29 -882.817 27663.7 -16102.8 -23988 -22932.9 11520.2 20026.2 8858.51 16733.9 9297.42 -35725.4 20789.2 
976.081 -148.047 4670.31 -2719.06 -4048.98 -3871.34 1945.32 3381.41 1495.49 2824.01 1568.72 -6029.95 3508.78 
-5670.13 865.543 -27149.4 15803.6 23543.3 22506 -11306.4 -19653.8 -8692.73 -16424.1 -9124.02 35061.7 -20403.2 
9007.93 -1375.61 43132.8 -25106.9 -37401.6 -35755.4 17963.3 31225.1 13810.2 26091.7 14495.5 -55702.3 32413.8 
8607.83 -1315.15 41217.2 -23993.8 -35740.9 -34168.4 17164.3 29839.8 13197.1 24934.4 13853.2 -53229.2 30975.5 
