-85.6595 -1442.79 -3183.33 1718.8 -761.318 -1001.49 2770.3 -1546.22 68.3869 384.404 1464.97 1404.89 -1529.58 1784.89 1298.67 -2562.21 1088.47 
146.225 2470.32 5449.12 -2943.01 1303.67 1714.49 -4742.1 2646.48 -115.811 -658.158 -2507.71 -2405.96 2618.89 -3056.27 -2221.96 4388.86 -1861.74 
138.024 2342.16 5164.29 -2790.17 1235.37 1624.72 -4493.81 2509.53 -110.614 -622.864 -2378.09 -2281.29 2484.1 -2897.28 -2106.2 4159.23 -1765.28 
-116.142 -1953.3 -4308.44 2326.94 -1031.26 -1355.63 3750.82 -2094.04 92.6416 519.104 1983.46 1903.34 -2072.52 2417.41 1758.09 -3470.19 1471.99 
329.433 5568.08 12280.2 -6631.68 2937.37 3864.23 -10687.2 5966.89 -260.865 -1482.08 -5653.75 -5421.1 5903.82 -6890.12 -5010.3 9889.24 -4196.5 
-30.2982 -523.456 -1153.77 623.811 -276.585 -362.64 1004.87 -561.668 25.4384 139.685 531.531 509.868 -554.871 646.84 471.516 -929.524 395.426 
-411.099 -6956.64 -15339.9 8285.54 -3668.72 -4826.85 13350.5 -7454.19 326.515 1851 7062.29 6773.22 -7375.28 8607.25 6259.13 -12355.5 5243.9 
304.04 5156.36 11371.4 -6143.17 2719.38 3578.7 -9896.73 5526.37 -242.54 -1371.95 -5236.14 -5021.63 5466.89 -6381.73 -4639.57 9159.82 -3886.96 
-126.179 -2129.42 -4696.64 2536.63 -1123.91 -1477.09 4086.37 -2280.84 99.9815 566.449 2161.46 2072.9 -2258.68 2635.92 1916.66 -3781.92 1604.52 
35.4785 612.045 1351.1 -728.905 323.685 424.561 -1175.78 657.297 -28.0924 -163.434 -621.902 -596.002 648.713 -758.79 -550.607 1088.13 -462.786 
-350.776 -5946.01 -13110.6 7080.77 -3135.02 -4125.33 11410 -6369.73 278.63 1580.9 6036.49 5788.31 -6304.14 7357.16 5348.89 -10559.7 4480.64 
370.355 6277.59 13842 -7477.38 3310.61 4356.08 -12046.8 6725.87 -295.26 -1670.18 -6373.39 -6111.29 6654.4 -7767.96 -5647.64 11148.8 -4731.14 
329.968 5591.4 12330.8 -6659.08 2948.91 3880.47 -10731.7 5990.95 -261.668 -1487.69 -5676.35 -5444.91 5928.15 -6918.83 -5029.74 9929.79 -4214.73 
