733122 1.10774e+06 760036 813762 -20646.7 -376954 795196 
-289965 -438128 -300592 -321869 8172.92 149095 -314506 
896298 1.3543e+06 929201 994890 -25243.7 -460855 972189 
-536175 -810147 -555838 -595163 15107.2 275689 -581562 
-744921 -1.12556e+06 -772262 -826863 20983 383022 -807991 
