-3.47809e+06 -4.06465e+06 -3.12235e+06 1.78326e+06 -3.63205e+06 
1.33386e+06 1.55864e+06 1.1975e+06 -683936 1.39269e+06 
-367797 -429588 -330265 188639 -383764 
