-187146 -116874 -395765 259218 -388298 -234352 -551829 
118487 73990.3 250573 -164118 245847 148375 349384 
-65246.7 -40748.1 -137981 90375.1 -135377 -81704.8 -192391 
-157883 -98599.6 -333878 218684 -327576 -197704 -465537 
-185143 -115624 -391529 256444 -384140 -231843 -545923 
