66607.1 42377.3 -26168.1 -29934.9 -26841.2 10259.7 13168.1 34845.2 -24537 5317.21 8736.78 -21661.7 1378.16 
-91898.5 -58467.8 36104.4 41301.3 37031.7 -14155.9 -18168.9 -48074.5 33854.3 -7336.88 -12053.6 29885.5 -1901.9 
47961.1 30514.4 -18841.4 -21554.9 -19326.8 7387.67 9481.57 25090.3 -17668.6 3829.41 6290.45 -15597 991.453 
86262.4 54882.7 -33890.4 -38768.1 -34761.7 13287.5 17054.8 45126.8 -31777.7 6888 11315.5 -28053.4 1784.61 
-60290.7 -38358.3 23686.3 27095.8 24295.2 -9287.7 -11920.4 -31540 22210.4 -4814.65 -7908.31 19606.8 -1246.92 
91620.9 58290.5 -35995.4 -41175.7 -36919.6 14112.5 18113.5 47929.7 -33751.4 7315.79 12017.3 -29796.5 1894.8 
17705.8 11265.7 -6956.31 -7957.44 -7135.06 2727.8 3499.76 9262.98 -6523.15 1413.19 2322.02 -5757.94 365.501 
46497.9 29583.9 -18268.3 -20896.8 -18737.8 7161.85 9192.86 24324.2 -17130 3713.22 6099.47 -15121.5 962.157 
51637.8 32852.7 -20287.3 -23207.2 -20808.1 7954.47 10208.7 27014 -19022.5 4122.22 6772.44 -16792.7 1068.21 
-9586.07 -6098.47 3766.58 4307.92 3863.98 -1476.28 -1895.88 -5015.49 3530.85 -764.884 -1257.26 3118.26 -197.89 
-69081.3 -43950 27139.2 31045.5 27836.8 -10642 -13657.5 -36137.7 25448.1 -5514.59 -9061.83 22465 -1428.66 
