-2.45073e+06 178324 317317 -1.2944e+06 -1.53188e+06 
3.09588e+06 -225266 -400850 1.63515e+06 1.93515e+06 
-6.07773e+06 442253 786946 -3.2101e+06 -3.79897e+06 
