-103091 -244002 81033.2 172846 -188911 24054.8 60797.9 
220279 521354 -173150 -369321 403646 -51394.6 -129903 
123173 291523 -96818.6 -206510 225703 -28738.2 -72636.9 
-474426 -1.12287e+06 372923 795427 -869355 110691 279780 
589171 1.39444e+06 -463117 -987806 1.07962e+06 -137462 -347447 
