-11087.7 -4353.59 -4107.74 -2009.52 794.496 3001.06 -8668.91 -10146.7 -642.851 2949.64 -2225.07 6615.07 4858.1 5165.66 1472.91 4249 -449.941 1112.29 -4816.63 
-852.709 -335.643 -316.527 -154.601 60.4493 230.007 -665.546 -779.118 -49.8578 227.473 -171.286 509.113 372.825 396.272 113.65 325.718 -34.1037 85.9258 -369.706 
-35685.6 -14009.4 -13224 -6465.83 2555.32 9656.63 -27897.3 -32651.7 -2067.01 9490.16 -7164.37 21288.5 15633.6 16625.4 4742.32 13675.7 -1445.93 3582.99 -15503.1 
-4500.73 -1766.25 -1667.01 -814.579 323.028 1217.54 -3518.24 -4117.1 -260.179 1197.97 -903.353 2684.22 1972.36 2096.47 598.882 1725.32 -183.181 452.463 -1954.94 
-39326.9 -15438.1 -14571.8 -7126.71 2815.71 10641.8 -30743.5 -35984.2 -2277.9 10459.1 -7895.86 23460.2 17230.1 18322.5 5226.03 15069.7 -1592.26 3948.24 -17085.6 
1353.3 531.7 500.58 245.297 -96.3767 -366.191 1056.4 1238.04 78.5179 -359.555 270.753 -806.302 -592.108 -630.204 -180.381 -517.821 54.7234 -136.428 588.065 
15335 6020.45 5681.97 2778.56 -1098.52 -4150.04 11986.9 14031 888.758 -4078.09 3079.4 -9148.47 -6719.4 -7143.82 -2037.54 -5877.15 621.929 -1539.71 6661.87 
-23773.7 -9332.52 -8809.44 -4307.9 1701.83 6432.83 -18583.3 -21752.3 -1375.48 6322.01 -4771.7 14181.3 10416.4 11075 3158.12 9110.64 -963.167 2386.65 -10328.1 
-25835.5 -10141.4 -9573.76 -4682.48 1850.19 6990.49 -20197 -23638.9 -1496.35 6871.89 -5186.66 15411.1 11319.2 12037.4 3431.85 9899.56 -1046.71 2593.37 -11224.6 
76311.9 29956.8 28278.3 13828.9 -5464.86 -20648.7 59656 69827.5 4417.54 -20297.2 15321 -45524.7 -33434.4 -35554.5 -10138.9 -29242.8 3090.94 -7662.11 33154.7 
2471.06 970.438 914.818 448.145 -176.478 -668.87 1932.37 2261 143.483 -656.176 495.21 -1473.23 -1082.88 -1151.59 -327.739 -947.227 99.2641 -248.12 1073.49 
-9325.32 -3661.8 -3456.11 -1690.55 668.081 2523.06 -7289.56 -8533.65 -540.781 2480.58 -1871.27 5563.48 4086.44 4345.99 1239.95 3573.26 -376.984 937.162 -4051.89 
-28667.8 -11253.1 -10623.3 -5194.72 2053.1 7756.73 -22411.8 -26232.6 -1660.44 7624.01 -5755.04 17102.4 12559.9 13356.9 3808.74 10985.8 -1161.09 2877.93 -12455.7 
14230.2 5585.21 5272.75 2578.91 -1019.3 -3850.55 11122.9 13020.5 824.11 -3784.79 2857.24 -8487.79 -6233.67 -6628.93 -1890.72 -5453.24 576.743 -1429.03 6181.44 
-102661 -40299.5 -38041.5 -18603.7 7350.59 27779.2 -80254.3 -93935 -5942.85 27304.6 -20609.1 61242.9 44977.4 47829.8 13640.6 39341.3 -4156.83 10306.7 -44601.5 
31501.6 12366.7 11673.2 5708.99 -2254.96 -8522.94 24626.3 28823.6 1823.54 -8377.69 6324.84 -18792.4 -13802.2 -14677.8 -4185.72 -12071 1275.91 -3162.9 13686.6 
-7043.44 -2765.03 -2609.23 -1275.72 503.691 1905.58 -5506.81 -6444.76 -408.312 1874.01 -1413.26 4202.34 3086.03 3282.09 935.792 2699.07 -284.554 706.263 -3059.34 
