-90323.5 1.02144e+06 559264 -652944 -786033 808923 130123 
-49769.2 562785 308147 -359760 -433091 445689 71690.5 
52091.6 -589134 -322556 376589 453347 -466559 -75051.6 
-102348 1.1575e+06 633738 -739900 -890714 916677 147460 
-167699 1.89653e+06 1.03838e+06 -1.21232e+06 -1.45942e+06 1.50194e+06 241604 
