-6421.19 -10030.7 5691.86 -3899.78 -8800.2 3952.32 -3684.23 -5443.75 4018.92 1762.59 3467.26 -1921.65 -3314.16 -10536.9 -8914.12 10844.2 -8235.6 -8944.64 -1402.25 
873.278 1362.88 -773.677 529.741 1195.42 -536.986 500.621 740.767 -547.376 -239.56 -471.873 261.413 450.5 1432.45 1211.42 -1473.66 1120.49 1215.02 190.77 
987.066 1543.28 -876.043 600.573 1352.79 -607.694 567.299 836.641 -618.422 -271.849 -532.673 296.33 509.982 1621.15 1370.39 -1667.33 1266.5 1376.27 216.808 
-6627.41 -10351.7 5874.36 -4023.67 -9081.83 4078.48 -3801.01 -5618.42 4149.52 1819.22 3578.25 -1983.56 -3418.81 -10874.4 -9198.76 11190.8 -8498.81 -9231.19 -1447.15 
-3093.14 -4832.61 2741.83 -1878.9 -4239.76 1903.64 -1775.54 -2622.85 1935.99 850.203 1671.88 -926.707 -1596.89 -5077.22 -4294.79 5223.68 -3967.36 -4308.78 -676.428 
-581.242 -906.393 514.543 -351.641 -794.397 357.358 -333.077 -491.121 362.671 159.911 312.68 -173.575 -299.647 -952.741 -805.983 980.451 -743.479 -808.651 -126.675 
7421.71 11594 -6577.58 4507.5 10170.3 -4566.92 4256.94 6291.42 -4645.71 -2037.42 -4009.36 2221.16 3829.43 12179.3 10302.2 -12532.7 9518.13 10337.1 1620.67 
-1184.46 -1848.82 1049.81 -719.008 -1621.91 727.887 -678.964 -1003.3 741.565 324.492 640.179 -353.856 -611.337 -1942.81 -1643.79 1999.07 -1519 -1649.55 -259.245 
5151.41 8048.32 -4566.94 3128.79 7059.75 -3170.17 2955.16 4368.29 -3224.82 -1415 -2782.64 1541.23 2658.69 8454.27 7151.67 -8700.85 6608.77 7177.12 1125.78 
3283.64 5127.84 -2909.77 1994.61 4498.45 -2020.23 1882.87 2783 -2055.14 -901.343 -1773.13 983.383 1692.93 5387.08 4556.44 -5542.68 4211.7 4572.56 717.571 
4378.98 6840.03 -3881.68 2658.66 6001.15 -2694.34 2512.43 3712.67 -2741.42 -1201.85 -2364.33 1309.49 2259.32 7186.82 6078.01 -7395.36 5617.37 6099.2 956.879 
-5237.45 -8181.56 4641.94 -3180.06 -7176.11 3222.43 -3005.16 -4440.18 3277.63 1439.07 2828.44 -1567.58 -2702.46 -8595.1 -7269.69 8843.9 -6716.36 -7295.2 -1144.26 
8723.23 13626.6 -7730.9 5297.58 11953.3 -5367.84 5004.41 7393.68 -5460.32 -2395.43 -4711.71 2609.5 4501.73 14314.5 12108.8 -14730.6 11188.5 12149.5 1906.18 
-3348.18 -5232.15 2969.16 -2034.19 -4590.14 2061.45 -1922.42 -2839.13 2097.42 919.244 1808.58 -1002.36 -1728.87 -5496.27 -4648.56 5654.86 -4295.95 -4664.37 -732.045 
-3364.28 -5255.4 2983.12 -2042.86 -4610.35 2070.66 -1931.06 -2852.22 2106.6 924.091 1816.43 -1007.13 -1736.05 -5522.01 -4670.11 5682.76 -4315.97 -4686.45 -734.599 
855.639 1337.89 -758.774 519.606 1172.52 -527.453 490.246 725.819 -536.022 -234.481 -462.628 256.207 442.337 1404.81 1188.54 -1445.48 1097.52 1192.61 186.28 
-6031.28 -9420.1 5344.85 -3663.41 -8264.19 3711.69 -3460.03 -5112.2 3774.65 1655.3 3256.77 -1805.74 -3111.38 -9897.24 -8372.3 10185 -7734.82 -8401.36 -1318.03 
