5788.67 -5539.14 33018.6 15060.2 -20324.5 4921.79 16181.2 40808.5 15327.1 -4349.81 -17138.6 2564.96 -18513.8 5007.62 -17226.6 -2149.67 -11766.1 
3722.15 -3562.68 21238.2 9685.36 -13072.8 3165.59 10407.3 26248.5 9858.06 -2798.56 -11022.9 1649.46 -11907.6 3220.83 -11079.7 -1383.38 -7568.99 
-5825.75 5574.13 -33228.2 -15156.3 20454 -4953.04 -16283.2 -41069.5 -15424.3 4378.69 17246 -2581.31 18631.5 -5040.25 17337 2165.11 11840.6 
3524 -3372.97 20104.9 9169.78 -12375.2 2995.68 9852.18 24847.1 9332.43 -2648.71 -10435.4 1560.71 -11272.7 3048.88 -10489.1 -1310.25 -7163.79 
4226.03 -4045.47 24112.3 10996.8 -14842.7 3593.85 11816 29802.6 11194.1 -3177.06 -12515.4 1873.35 -13520.2 3657.75 -12581.5 -1569.95 -8592.01 
98.3208 -95.2324 564.994 257.45 -346.868 85.1173 276.283 697.279 261.369 -74.682 -292.409 42.946 -317.325 85.6686 -294.432 -36.8989 -200.261 
5353.42 -5123.31 30539.5 13929.2 -18798.7 4550.97 14966.6 37746.4 14177 -4023.49 -15852.2 2372.75 -17123.5 4633.15 -15933.6 -1988.73 -10882.7 
270.845 -259.053 1549.65 706.975 -953.084 229.973 759.888 1914.93 718.746 -203.898 -804.438 120.495 -869.177 235.933 -808.039 -100.913 -552.786 
457.993 -438.476 2610.97 1191.2 -1608.43 388.461 1280.35 3228.95 1213.25 -344.124 -1356.59 202.259 -1464.99 395.968 -1362.01 -170.912 -931.058 
3980.74 -3809.08 22703.8 10355.9 -13974.6 3383.8 11125.7 28060 10538.6 -2992.35 -11784.9 1762.61 -12730.9 3444.26 -11845.8 -1478.64 -8091.04 
-341.096 326.253 -1942.48 -885.42 1195.72 -288.546 -952.599 -2399.69 -900.997 256.828 1007.94 -151.172 1088.08 -293.779 1013.61 126.142 692.335 
-4204.07 4023.44 -23978.1 -10937 14760.8 -3574.84 -11751 -29636.4 -11131.8 3159.45 12446.2 -1861.88 13445.3 -3637.27 12510.4 1561.9 8544.63 
1353.44 -1294.53 7720.17 3520.87 -4751.93 1150.47 3783.57 9540.42 3583.32 -1017.21 -4007.25 599.369 -4329.17 1170.49 -4027.96 -503.513 -2750.34 
