-98.1519 -53.112 35.5539 25.1103 16.9854 -102.109 99.188 -32.1948 90.3047 -59.6882 25.2644 89.6642 54.6399 
323.408 176.814 -113.736 -83.713 -55.4311 334.514 -328.055 105.54 -294.714 197.403 -87.1178 -298.39 -180.686 
5733.09 3154.2 -2023.27 -1493.12 -1000.51 5948.21 -5804.73 1877.23 -5221.37 3487.22 -1530.98 -5281.14 -3214.68 
-4214.28 -2319.15 1487.86 1097.25 735.443 -4372.86 4268.37 -1380.36 3838.22 -2562.39 1126.08 3883.91 2361.69 
4307.96 2369 -1520.4 -1121.4 -751.643 4469.91 -4362.77 1410.92 -3922.83 2619.74 -1151.01 -3968.97 -2414.57 
-16272.3 -8950.15 5742.46 4236.79 2837.55 -16884.1 16478.2 -5329.33 14819.5 -9895.71 4345.85 14992.1 9121.92 
-6778.14 -3727.76 2391.65 1763.76 1181.1 -7031.75 6862.19 -2220.01 6173.45 -4121.71 1808.84 6244.26 3799.15 
-5579.07 -3068.26 1967.73 1453.29 972.044 -5789.66 5649.76 -1827.27 5080.6 -3391.83 1489.54 5139.52 3126.63 
1180.39 649.881 -415.697 -306.35 -205.083 1223.84 -1194.58 387.193 -1074.76 718.607 -315.197 -1088.14 -661.86 
9136.59 5026.29 -3223.75 -2379.71 -1593.74 9480.42 -9252.3 2992.22 -8322.2 5556.82 -2440.55 -8417.43 -5122.96 
-10697.2 -5884.43 3774.82 2784.83 1865.38 -11099.5 10833 -3503.88 9742.88 -6505.3 2856.98 9855.03 5997.13 
