489450 -415689 -139232 962621 1.23016e+06 -600744 -599479 
135395 -114988 -38508.9 266265 340269 -166165 -165827 
-53493.6 45435.1 15228.1 -105236 -134482 65682.5 65525.4 
128053 -108754 -36423.9 251839 321830 -157162 -156839 
114907 -97587.4 -32676.5 225964 288767 -141011 -140734 
