67067.2 91185.5 -28722.6 -135591 -116585 11385.4 -154340 -95593.2 60581.8 -107721 56050.1 72439.5 45169.5 
-55153.7 -74987.8 23619.3 111506 95875.7 -9362.87 126923 78612.8 -49819.9 88587.2 -46094 -59572.5 -37145 
-15585.9 -21191.2 6674.26 31511.5 27093.8 -2646.73 35868.4 22216.5 -14078.9 25033.3 -13026.5 -16834.2 -10496.8 
1936.09 2631.86 -828.177 -3913.32 -3365.07 328.841 -4455.44 -2759.77 1748.81 -3108.36 1616.65 2090.13 1303.77 
28606.8 38894 -12251 -57834.8 -49727.4 4856.69 -65831 -40774.3 25840.2 -45947.4 23906.2 30898.2 19266.9 
-12511.5 -17009.8 5357.07 25294.7 21748.3 -2123.03 28791.5 17832.3 -11301.3 20094.6 -10455 -13513.7 -8425.18 
-12353.3 -16794.7 5290.95 24974 21473.5 -2096.07 28426 17607.7 -11157.1 19839.8 -10323.8 -13342 -8318.38 
40365.7 54884.3 -17287 -81611 -70170.4 6852.85 -92894 -57536.4 36461.7 -64837 33735.1 43600.4 27185.9 
-9827.42 -13361.2 4208.47 19867.7 17083.8 -1669.05 22615.2 14007.3 -8877.59 15785.4 -8212.59 -10615 -6619.06 
-1573.94 -2141.46 674.247 3182.82 2738.14 -267.151 3624.98 2244.38 -1422.01 2528.57 -1315.29 -1701.35 -1060.24 
4012.79 5456.43 -1717.87 -8113.31 -6975.8 681 -9234.05 -5719.3 3624.37 -6446 3354.54 4333.76 2701.77 
