-7537.23 63502.2 88842.6 5842.16 86541.1 -140701 17642.2 
-4618.08 38903.6 54429.5 3578.89 53019.9 -86200.6 10809.1 
13898.2 -117092 -163817 -10772.6 -159575 259440 -32531.2 
2893.57 -24394.5 -34128.2 -2246.09 -33243 54049.4 -6778.19 
-8399.78 70770.1 99009.1 6510.89 96445.6 -156802 19661.3 
