2550.8 -5370.85 4205.04 -3080.9 4503.22 4550.54 -4197.34 1803.47 -3789.29 1404.53 -6421.98 -654.76 1787.88 
-10816.9 22783.3 -17842.9 13070.1 -19100.4 -19305.3 17810.1 -7654.11 16077.7 -5956.84 27243.1 2776.79 -7585.89 
5565.92 -11720 9179.18 -6722.7 9826.29 9931.32 -9161.07 3937.9 -8270.42 3063.86 -14014.7 -1428.04 3902.23 
6725.05 -14162.1 11090.1 -8124.66 11872 11999.7 -11069.8 4758.79 -9993.77 3702.75 -16934.7 -1725.24 4714.99 
-4549.41 9582.86 -7503.37 5496.28 -8033.8 -8119.78 7489.54 -3220.15 6762.97 -2506.59 11457.1 1168.55 -3191.21 
-14342.7 30208 -23657.1 17330.9 -25325 -25597 23614.1 -10150.3 21317.7 -7898.83 36121.2 3681.75 -10057.7 
3599.43 -7579.95 5935.82 -4348.45 6355.65 6423.98 -5926.57 2547.73 -5350.56 1981.5 -9064.56 -923.591 2523.33 
-16162 34036.8 -26656.5 19526.9 -28536.4 -28842.2 26607.7 -11436.6 24020.2 -8901.24 40700 4149.26 -11334.5 
-11368.9 23942.8 -18751.4 13736.7 -20073.2 -20287.6 18716 -8044.71 16897 -6261.45 28630 2918.75 -7972.72 
-7228.33 15225 -11922.6 8735.01 -12764.7 -12901.1 11901.7 -5114.95 10743.9 -3981.31 18204.5 1855.12 -5069.09 
10885.4 -22924.1 17952.4 -13151.8 19219 19424.3 -17921.2 7702.68 -16177.5 5994.62 -27412.2 -2794.17 7633.88 
