16112.9 3824.11 7165.43 -28584.2 8042.08 4931.61 11427.4 -14853.6 -3507.1 16334.5 2579.43 
66325.9 15738.8 29496.5 -117654 33099.9 20300.9 47032.8 -61136.3 -14437.1 67232.3 10616.5 
20186 4791.45 8977.88 -35810.4 10074.8 6178.2 14315.5 -18607.6 -4394.99 20463.2 3231.3 
13698.8 3251.06 6092.03 -24301.8 6837.9 4193.76 9715.48 -12628.6 -2981.66 13886.2 2193.87 
-36134 -8574.11 -16068.3 64098 -18033.3 -11060 -25623.6 33307.6 7865.44 -36626.8 -5783.69 
58655 13918.7 26086 -104049 29273.3 17953 41593.9 -54068.3 -12768.6 59458.5 9389.52 
55044 13061.8 24478.4 -97641.8 27470.9 16848.3 39032.4 -50738.7 -11981.8 55796.1 8810.41 
