1	-2.85E-03	7.31E-04	0
2	-2.42E-03	6.91E-04	0
3	-2.18E-03	6.80E-04	0
4	-2.22E-03	6.63E-04	0
5	-2.46E-03	6.54E-04	0
6	-2.90E-03	7.22E-04	0
7	-3.49E-03	8.19E-04	0
8	-3.69E-03	8.13E-04	0
9	-3.71E-03	8.66E-04	0
10	-3.81E-03	8.49E-04	0
11	-3.85E-03	8.44E-04	0
12	-3.83E-03	8.35E-04	0
13	-3.81E-03	8.17E-04	0
14	-3.76E-03	8.34E-04	0
15	-3.75E-03	8.40E-04	0
16	-3.76E-03	8.57E-04	0
17	-3.79E-03	8.36E-04	0
18	-3.74E-03	8.67E-04	0
19	-3.76E-03	8.35E-04	0
20	-3.82E-03	8.00E-04	0
21	-3.82E-03	8.10E-04	0
22	-3.80E-03	8.29E-04	0
23	-3.74E-03	8.66E-04	0
24	-3.73E-03	8.38E-04	0
25	-3.79E-03	7.82E-04	0
26	-3.78E-03	8.10E-04	0
27	-3.76E-03	8.33E-04	0
28	-3.73E-03	8.40E-04	0
29	-3.74E-03	8.24E-04	0
30	-3.77E-03	7.95E-04	0
31	-3.75E-03	8.16E-04	0
32	-3.77E-03	8.04E-04	0
33	-3.74E-03	8.25E-04	0
34	-3.70E-03	8.39E-04	0
35	-3.72E-03	8.15E-04	0
36	-3.74E-03	8.16E-04	0
37	-3.71E-03	8.46E-04	0
38	-3.68E-03	8.39E-04	0
39	-3.65E-03	8.45E-04	0
40	-3.71E-03	7.91E-04	0
41	-3.70E-03	8.07E-04	0
42	-3.70E-03	8.09E-04	0
43	-3.65E-03	8.34E-04	0
44	-3.62E-03	8.58E-04	0
45	-3.64E-03	8.17E-04	0
46	-3.65E-03	8.10E-04	0
47	-3.64E-03	8.28E-04	0
48	-3.61E-03	8.24E-04	0
49	-3.58E-03	8.23E-04	0
50	-3.59E-03	7.99E-04	0
51	-3.59E-03	7.93E-04	0
52	-3.57E-03	8.23E-04	0
53	-3.54E-03	8.22E-04	0
54	-3.52E-03	8.04E-04	0
55	-3.49E-03	8.00E-04	0
56	-3.48E-03	7.99E-04	0
57	-3.47E-03	8.09E-04	0
58	-3.44E-03	8.11E-04	0
59	-3.42E-03	7.93E-04	0
60	-3.40E-03	7.99E-04	0
61	-3.42E-03	8.14E-04	0
62	-3.41E-03	8.24E-04	0
63	-3.38E-03	8.33E-04	0
64	-3.37E-03	7.98E-04	0
65	-3.33E-03	8.24E-04	0
66	-3.34E-03	8.33E-04	0
67	-3.35E-03	8.45E-04	0
68	-3.36E-03	8.41E-04	0
69	-3.39E-03	8.15E-04	0
70	-3.43E-03	7.94E-04	0
71	-3.47E-03	7.98E-04	0
72	-3.48E-03	8.28E-04	0
73	-3.51E-03	8.13E-04	0
74	-3.48E-03	8.69E-04	0
75	-3.57E-03	8.24E-04	0
76	-3.66E-03	7.87E-04	0
77	-3.67E-03	8.21E-04	0
78	-3.67E-03	8.46E-04	0
79	-3.71E-03	8.04E-04	0
80	-3.73E-03	7.92E-04	0
