1	-4.54E-03	4.11E-03	0
2	-4.59E-03	4.11E-03	0
3	-4.65E-03	4.12E-03	0
4	-4.66E-03	4.13E-03	0
5	-4.62E-03	4.13E-03	0
6	-4.57E-03	4.13E-03	0
7	-4.59E-03	4.12E-03	0
8	-4.63E-03	4.11E-03	0
9	-4.64E-03	4.12E-03	0
10	-4.63E-03	4.12E-03	0
11	-4.62E-03	4.11E-03	0
12	-4.64E-03	4.11E-03	0
13	-4.65E-03	4.12E-03	0
14	-4.65E-03	4.13E-03	0
15	-4.61E-03	4.13E-03	0
16	-4.59E-03	4.13E-03	0
17	-4.62E-03	4.12E-03	0
18	-4.68E-03	4.12E-03	0
19	-4.68E-03	4.11E-03	0
20	-4.63E-03	4.13E-03	0
21	-4.59E-03	4.13E-03	0
22	-4.59E-03	4.13E-03	0
23	-4.65E-03	4.12E-03	0
24	-4.68E-03	4.13E-03	0
25	-4.65E-03	4.12E-03	0
26	-4.60E-03	4.12E-03	0
27	-4.59E-03	4.11E-03	0
28	-4.63E-03	4.11E-03	0
29	-4.64E-03	4.13E-03	0
30	-4.61E-03	4.14E-03	0
31	-4.62E-03	4.14E-03	0
32	-4.62E-03	4.13E-03	0
33	-4.62E-03	4.12E-03	0
34	-4.65E-03	4.11E-03	0
35	-4.61E-03	4.13E-03	0
36	-4.57E-03	4.13E-03	0
37	-4.61E-03	4.12E-03	0
38	-4.62E-03	4.12E-03	0
39	-4.60E-03	4.14E-03	0
40	-4.59E-03	4.14E-03	0
41	-4.58E-03	4.13E-03	0
42	-4.58E-03	4.13E-03	0
43	-4.63E-03	4.13E-03	0
44	-4.64E-03	4.13E-03	0
45	-4.60E-03	4.14E-03	0
46	-4.57E-03	4.13E-03	0
47	-4.59E-03	4.12E-03	0
48	-4.63E-03	4.12E-03	0
49	-4.63E-03	4.14E-03	0
50	-4.59E-03	4.14E-03	0
51	-4.59E-03	4.13E-03	0
52	-4.63E-03	4.13E-03	0
53	-4.65E-03	4.13E-03	0
54	-4.63E-03	4.14E-03	0
55	-4.61E-03	4.15E-03	0
56	-4.63E-03	4.15E-03	0
57	-4.65E-03	4.13E-03	0
58	-4.68E-03	4.12E-03	0
59	-4.65E-03	4.14E-03	0
60	-4.61E-03	4.14E-03	0
61	-4.61E-03	4.14E-03	0
62	-4.64E-03	4.13E-03	0
63	-4.68E-03	4.13E-03	0
64	-4.68E-03	4.14E-03	0
65	-4.63E-03	4.15E-03	0
66	-4.62E-03	4.15E-03	0
67	-4.65E-03	4.14E-03	0
68	-4.68E-03	4.14E-03	0
69	-4.69E-03	4.15E-03	0
70	-4.65E-03	4.15E-03	0
71	-4.61E-03	4.15E-03	0
72	-4.63E-03	4.14E-03	0
73	-4.66E-03	4.14E-03	0
74	-4.67E-03	4.15E-03	0
75	-4.65E-03	4.14E-03	0
76	-4.65E-03	4.14E-03	0
77	-4.66E-03	4.14E-03	0
78	-4.68E-03	4.14E-03	0
79	-4.68E-03	4.14E-03	0
80	-4.64E-03	4.14E-03	0
81	-4.62E-03	4.15E-03	0
82	-4.66E-03	4.15E-03	0
83	-4.71E-03	4.14E-03	0
84	-4.70E-03	4.13E-03	0
85	-4.63E-03	4.14E-03	0
86	-4.63E-03	4.13E-03	0
87	-4.66E-03	4.14E-03	0
88	-4.69E-03	4.13E-03	0
89	-4.69E-03	4.14E-03	0
90	-4.63E-03	4.14E-03	0
91	-4.60E-03	4.14E-03	0
92	-4.59E-03	4.13E-03	0
93	-4.60E-03	4.12E-03	0
94	-4.60E-03	4.13E-03	0
95	-4.58E-03	4.14E-03	0
96	-4.55E-03	4.14E-03	0
97	-4.55E-03	4.14E-03	0
98	-4.57E-03	4.13E-03	0
99	-4.58E-03	4.13E-03	0
100	-4.52E-03	4.13E-03	0
101	-4.50E-03	4.11E-03	0
102	-4.50E-03	4.12E-03	0
103	-4.55E-03	4.11E-03	0
104	-4.51E-03	4.12E-03	0
105	-4.49E-03	4.13E-03	0
106	-4.50E-03	4.13E-03	0
107	-4.55E-03	4.13E-03	0
108	-4.60E-03	4.15E-03	0
109	-4.63E-03	4.16E-03	0
110	-4.62E-03	4.15E-03	0
111	-4.64E-03	4.15E-03	0
112	-4.67E-03	4.15E-03	0
113	-4.70E-03	4.15E-03	0
114	-4.69E-03	4.15E-03	0
115	-4.68E-03	4.16E-03	0
116	-4.68E-03	4.15E-03	0
