1	-3.95E-03	3.06E-04	0
2	-3.96E-03	2.70E-04	0
3	-3.97E-03	2.76E-04	0
4	-3.96E-03	3.16E-04	0
5	-3.95E-03	3.27E-04	0
6	-3.96E-03	3.10E-04	0
7	-3.97E-03	3.06E-04	0
8	-4.01E-03	3.00E-04	0
9	-4.04E-03	3.17E-04	0
10	-4.04E-03	3.40E-04	0
11	-4.08E-03	3.15E-04	0
12	-4.15E-03	2.98E-04	0
13	-4.20E-03	2.93E-04	0
14	-4.22E-03	3.14E-04	0
15	-4.23E-03	3.58E-04	0
16	-4.22E-03	3.82E-04	0
17	-4.28E-03	3.31E-04	0
18	-4.29E-03	3.24E-04	0
19	-4.29E-03	3.50E-04	0
20	-4.28E-03	3.77E-04	0
21	-4.32E-03	3.40E-04	0
22	-4.35E-03	3.16E-04	0
23	-4.35E-03	3.29E-04	0
24	-4.33E-03	3.59E-04	0
25	-4.32E-03	3.87E-04	0
26	-4.32E-03	3.68E-04	0
27	-4.36E-03	3.18E-04	0
28	-4.37E-03	3.12E-04	0
29	-4.35E-03	3.42E-04	0
30	-4.32E-03	3.81E-04	0
31	-4.33E-03	3.63E-04	0
32	-4.36E-03	3.17E-04	0
33	-4.38E-03	2.98E-04	0
34	-4.34E-03	3.35E-04	0
35	-4.31E-03	3.69E-04	0
36	-4.34E-03	3.54E-04	0
37	-4.38E-03	3.13E-04	0
38	-4.37E-03	3.23E-04	0
39	-4.34E-03	3.54E-04	0
40	-4.33E-03	3.71E-04	0
41	-4.34E-03	3.52E-04	0
42	-4.37E-03	3.03E-04	0
43	-4.34E-03	3.27E-04	0
44	-4.30E-03	3.61E-04	0
45	-4.30E-03	3.63E-04	0
46	-4.33E-03	3.34E-04	0
47	-4.36E-03	3.07E-04	0
48	-4.36E-03	3.09E-04	0
49	-4.33E-03	3.43E-04	0
50	-4.30E-03	3.73E-04	0
51	-4.34E-03	3.35E-04	0
52	-4.37E-03	3.02E-04	0
53	-4.38E-03	3.00E-04	0
54	-4.35E-03	3.24E-04	0
55	-4.32E-03	3.50E-04	0
56	-4.30E-03	3.36E-04	0
57	-4.34E-03	2.91E-04	0
58	-4.37E-03	2.88E-04	0
59	-4.34E-03	3.51E-04	0
60	-4.32E-03	3.88E-04	0
61	-4.32E-03	3.56E-04	0
62	-4.35E-03	3.12E-04	0
63	-4.37E-03	2.91E-04	0
64	-4.32E-03	3.43E-04	0
65	-4.31E-03	3.61E-04	0
66	-4.33E-03	3.35E-04	0
67	-4.38E-03	2.88E-04	0
68	-4.39E-03	2.98E-04	0
69	-4.38E-03	3.24E-04	0
70	-4.34E-03	3.74E-04	0
