702.211 61.6422 -353.608 -1081.23 -1050.41 440.853 794.64 -1091.22 -305.289 -967.159 317.548 182.56 -1697.58 -843.405 -1463.94 -97.3645 801.435 
-1361.36 -121.993 685.798 2097.53 2034.78 -854.794 -1540.11 2113.78 591.973 1875.14 -614.987 -353.226 3290.14 1633.3 2837.85 187.852 -1551.14 
801.862 72.1717 -403.131 -1233.59 -1199.07 503.757 906.695 -1244.43 -348.129 -1103.65 362.196 207.679 -1936.7 -962.725 -1670.69 -111.635 913.304 
-399.457 -34.8909 200.233 614.903 596.631 -249.49 -449.691 619.255 173.192 548.509 -180.849 -103.426 962.743 478.919 831.096 55.4152 -455.139 
152.787 13.067 -76.3157 -235.447 -228.796 96.7578 172.825 -236.207 -66.9981 -210.885 68.4415 39.4292 -369.733 -183.563 -318.34 -20.6198 173.59 
-2480.48 -220.016 1247.93 3820.06 3708.35 -1558.04 -2803.8 3850.4 1077.35 3414.13 -1119.34 -641.566 5995.03 2976.65 5170.47 342.521 -2827.14 
886.936 79.2742 -447.195 -1368.13 -1326.5 557.38 1002.77 -1378.23 -386.507 -1221.17 399.701 228.874 -2145.02 -1065.29 -1850.71 -121.668 1011.19 
-992.004 -87.6638 498.146 1527.11 1482.1 -622.679 -1121.08 1538.58 430.384 1365.74 -448.058 -255.619 2397.86 1191.07 2067.43 137.043 -1130.86 
-2492.23 -222.464 1254.4 3837.79 3725.6 -1566.03 -2817.57 3868.42 1083.06 3429.52 -1125.31 -645.334 6023.52 2989.85 5192.5 343.42 -2839.73 
1222.92 108.43 -614.21 -1882.09 -1827.07 768.476 1381.44 -1897.1 -529.955 -1681.85 551.028 316.144 -2952.88 -1467.42 -2547.45 -169.445 1391.92 
-4929.36 -438.505 2479.71 7591.91 7369.21 -3095.48 -5573.64 7652.35 2140.91 6786.58 -2224.4 -1275.79 11915.8 5916.17 10273.2 681.525 -5617.3 
-828.427 -74.0535 416.143 1274.07 1238.02 -519.699 -935.215 1284.27 359.201 1138.98 -374.062 -215.034 2000.94 992.687 1726.07 115.146 -942.794 
-1693.7 -151.357 851.72 2610.62 2533.48 -1064.33 -1915.99 2630.17 735.115 2331.59 -765.422 -437.707 4094.63 2033.29 3531.08 234.903 -1930.44 
