765.829 -1050.42 905.968 -1028.18 2097.76 -1064.55 -1717.46 339.251 580.989 746.817 546.722 179.1 902.451 540.836 740.098 -506.664 66.7992 
923.261 -1264.13 1090.58 -1238.94 2527.28 -1283.69 -2069.19 407.247 700.819 900.836 659.404 216.163 1086.08 649.426 891.192 -609.31 80.8989 
329.414 -451.809 390.125 -442.653 901.404 -458.08 -738.58 145.505 250.368 322.386 235.318 77.2209 387.57 231.302 319.304 -217.655 29.9121 
-574.008 785.058 -677.329 769.737 -1569.77 797.145 1285.21 -253.538 -435.767 -558.742 -409.999 -133.591 -673.615 -403.054 -553.171 379.373 -50.661 
600.006 -822.758 709.457 -805.633 1643.94 -835.221 -1346.79 265.009 455.979 585.485 428.152 140.637 707.747 422.284 579.742 -397.783 52.3395 
554.816 -760.818 655.291 -745.812 1520.72 -770.826 -1244.85 244.454 420.728 540.777 395.644 130.509 653.833 391.21 537.482 -366.901 49.0983 
1206.31 -1652.29 1425.62 -1618.21 3303.01 -1676.01 -2704.18 533.69 915.131 1176.69 862.43 283.402 1419.94 850.444 1165.87 -796.527 106.383 
-2350.9 3218.09 -2778 3152.6 -6432.33 3265.86 5266.76 -1037.84 -1782.43 -2291.39 -1679.17 -549.57 -2763.39 -1655.91 -2270.64 1552.37 -206.124 
-1552.21 2125.45 -1834.66 2083.13 -4251.54 2157.75 3480.11 -685.483 -1178.76 -1514.22 -1108.84 -364.638 -1826.83 -1094.4 -1500.92 1026.19 -137.207 
-1316.82 1804.09 -1558.21 1768.57 -3606.99 1831.06 2953.52 -582.825 -998.646 -1284.63 -940.418 -307.99 -1549.57 -927.646 -1273.24 871.745 -116.323 
1356.62 -1858.71 1604.11 -1820.66 3714.01 -1885.44 -3041.05 599.331 1028.64 1323.57 969.951 317.921 1596.05 955.048 1311.04 -896.964 119.6 
-1980.5 2712.36 -2340.04 2656.52 -5420.38 2752.28 4437.54 -875.049 -1501.65 -1930.82 -1414.6 -463.481 -2330.34 -1395.7 -1914.61 1308.06 -174.553 
-88.4023 120.15 -103.151 118.092 -241.399 121.656 198.282 -39.7571 -67.0072 -85.0867 -63.0209 -19.7703 -104.546 -61.8572 -86.0371 57.3112 -8.11338 
