-698773 463079 525827 463732 -708703 213300 -739704 
-1.07317e+06 711190 807565 712201 -1.08843e+06 327586 -1.13603e+06 
-932601 618036 701783 618910 -945855 284678 -987228 
724026 -479812 -544828 -480488 734315 -221010 766436 
-259664 172078 195399 172326 -263356 79263.5 -274872 
