-1163.69 -3355.07 4275.33 -370.743 2150.36 -5619.77 -769.999 -6653.87 -4637.82 -1042.9 5207.33 -5875.96 6950.63 -8289.23 -2726.1 4656.44 8102.6 6369.84 -947.914 -715.642 -1479.7 -76.7451 -7426.77 
56.062 162.915 -208.679 18.284 -103.876 273.935 37.9717 324.597 225.421 50.1233 -254.754 285.517 -339.29 403.688 131.984 -227.725 -395.802 -310.085 45.5642 34.9649 71.7482 2.77286 361.496 
325.225 939.945 -1197.99 103.741 -602.734 1574.6 215.364 1865.11 1299.17 291.614 -1459.35 1647.87 -1947.89 2323.35 763.895 -1305.56 -2271.73 -1786.01 265.339 200.674 415.403 22.1777 2083.11 
-1466.62 -4230.56 5392.35 -468.874 2711.16 -7086.74 -969.997 -8391.45 -5847.27 -1314.45 6567.14 -7409.1 8765.84 -10453.8 -3436.67 5870.99 10217.3 8033.55 -1196.18 -903.253 -1865.57 -95.7958 -9365.27 
-530.003 -1529.68 1948.9 -169.473 979.915 -2561.26 -351.022 -3033.52 -2113.58 -474.494 2372.7 -2676.69 3167.19 -3777.54 -1242.06 2121.04 3692.73 2902.55 -431.964 -326.188 -673.571 -34.5873 -3384.77 
54.1159 158.26 -201.51 17.4521 -101.443 264.838 37.0144 313.302 217.656 48.2086 -245.527 277.615 -327.542 390.278 127.723 -219.872 -381.247 -300.042 45.3321 33.7114 69.9751 3.50442 350.811 
-117.313 -340.767 435.203 -38.3299 218.85 -571.729 -78.7348 -675.327 -471.356 -106.555 529.68 -597.163 707.346 -841.722 -277.283 473.505 823.564 647.608 -96.5073 -73.026 -149.709 -7.72699 -754.911 
-630.782 -1822.36 2321.91 -201.432 1168.1 -3051.62 -416.888 -3615.05 -2519.24 -566.588 2828.71 -3191.86 3775.35 -4502.44 -1479.84 2527.88 4400.88 3459 -515.786 -388.991 -804.559 -41.1795 -4033.03 
345.297 993.938 -1266 109.048 -637.746 1664.36 228.584 1971.73 1373.5 307.961 -1542.93 1739.31 -2059.09 2454.68 806.829 -1378.56 -2399.16 -1887.47 280.521 212.655 439.188 22.8573 2199.2 
66.7082 189.175 -241.172 20.465 -121.661 316.938 42.594 376.099 262.769 59.2037 -293.772 331.751 -392.937 469.619 153.784 -263.057 -458.888 -360.553 54.4085 41.4407 83.8059 3.40493 419.242 
70.1067 202.45 -259.798 23.0764 -130.583 339.72 47.4576 402.839 280.186 63.5351 -314.84 356.125 -421.217 501.861 165.137 -282.144 -491.028 -385.819 56.6742 43.6291 90.476 4.81734 450.837 
-23.3396 -68.5875 88.57 -7.29361 44.0219 -116.492 -16.8037 -137.896 -95.6637 -21.1271 106.573 -120.797 143.126 -170.746 -55.8808 95.3469 166.124 131.332 -18.8994 -14.2995 -29.7267 -1.61802 -153.723 
1187.01 3425.47 -4366.98 380.135 -2196.5 5737.99 785.793 6794.17 4736.06 1064.57 -5316.47 5999.3 -7097.06 8465.37 2782.75 -4755.02 -8273.75 -6505 968.865 731.918 1511.81 77.2673 7584.24 
-689.265 -1986.32 2532.39 -220.77 1272.61 -3326.39 -454.415 -3939.91 -2744.87 -617.577 3083.38 -3479.08 4114.92 -4909.36 -1613.15 2756 4796.6 3770.97 -560.962 -424.198 -876.649 -44.8533 -4397.07 
371.481 1073.15 -1368.59 119.429 -687.34 1798.14 245.368 2128.61 1483.07 333.966 -1665.72 1879.39 -2223.56 2652.46 872.876 -1488.84 -2593.34 -2038.37 303.241 228.552 474.125 24.0383 2376 
717.067 2071.13 -2640.5 230.17 -1327.11 3469.87 474.042 4107.6 2863.15 642.804 -3215.43 3626.86 -4291.03 5118.68 1681.88 -2875.11 -5003.36 -3933.49 585.214 442.277 913.635 47.2077 4585.2 
263.012 756.158 -963.286 83.8771 -483.947 1267.66 172.753 1500.76 1045.43 234.558 -1173.96 1324.02 -1568.19 1869.14 613.825 -1049.06 -1826.8 -1436.52 213.94 161.714 333.766 18.0344 1675.44 
531.973 1532.08 -1953.16 169.668 -983.2 2566.55 351.645 3041.11 2119.34 475.5 -2379.11 2684.96 -3176.51 3788.34 1246.22 -2126.63 -3702.67 -2911.06 433.81 327.672 675.9 34.3818 3393.23 
214.625 619.053 -787.745 68.8928 -396.424 1034.21 142.166 1225.78 853.812 192.006 -959.849 1082.63 -1279.66 1527.28 502.91 -858.254 -1491.93 -1172.88 174.299 132.06 271.721 14.4686 1368.7 
