100596 -68653.8 44882.7 -109988 -26492.1 12641.2 56234.3 -34998.5 34907.5 19969.9 -33314.3 -55305.6 -33455.1 
-39239.3 26779.9 -17507.3 42902.7 10334.6 -4930.18 -21935.4 13652.9 -13617.3 -7788.71 12995.2 21572.5 13049.2 
-70555.3 48151.2 -31478.8 77141.9 18580.4 -8866.05 -39440.2 24547.6 -24483.2 -14005.9 23366 38790.3 23463.5 
-296.799 202.146 -133.222 324.992 77.431 -36.938 -166.664 102.409 -103.347 -58.0081 97.395 163.493 98.1582 
-50426.6 34415.1 -22499 55134.5 13280.5 -6335.76 -28188.1 17544.3 -17497.8 -10010 16699.3 27723 16769.2 
-76639.2 52303.5 -34193.6 83794 20183.4 -9630.15 -42842.5 26663.9 -26594.8 -15214.5 25380.3 42135.2 25486.4 
-34608.5 23619 -15440.8 37837.9 9113.39 -4348.76 -19345.5 12040.5 -12009.4 -6869.4 11460.1 19026.3 11510.1 
-85232.2 58167 -38026.3 93190.3 22446.6 -10711 -47643.9 29654.4 -29575.2 -16919.2 28227 46857.6 28344.4 
54642.8 -37291 24379 -59742.8 -14391 6866.69 30544.4 -19010.1 18960.7 10847.2 -18096.1 -30041 -18171.2 
-24969.9 17040.6 -11141 27301.1 6576.82 -3138.43 -13957.5 8687.12 -8664.59 -4956.31 8268.45 13728.6 8304.52 
-34031.6 23224.4 -15183.8 37208.2 8961.58 -4276.69 -19022.9 11840 -11808.7 -6756.38 11269.1 18709.2 11316.5 
