10069.6 -91559 80875.7 -57567 -13807.6 -113234 177118 
14007.4 -127370 112509 -80085 -19207.6 -157524 246395 
5941.22 -54017 47714.8 -33963.7 -8146.39 -66805.5 104496 
1150.32 -10465.6 9244.12 -6580.46 -1578.96 -12942.5 20245 
-14171.1 128862 -113825 81021.5 19432.4 159368 -249280 
