315.135 22838.1 2376.6 11561.1 1309.2 -12439.4 7879.79 -2556.04 20264.2 599.349 -22793.2 -10420.3 -1479.44 
232.24 16824.3 1751.52 8517.22 964.169 -9163.74 5805.18 -1883.32 14928.1 442.472 -16792.5 -7675.47 -1089.01 
184.082 13251 1378.87 6706.7 758.282 -7217.47 4571.52 -1483.37 11757.8 348.733 -13224.4 -6045.08 -857.576 
44.5758 3235.7 336.702 1637.9 186.248 -1762.95 1115.74 -361.416 2871.39 85.3163 -3228.84 -1476.26 -209.223 
45.0989 3256.32 339.691 1648.98 185.54 -1773.02 1122.54 -364.358 2889.17 85.1973 -3250.1 -1484.88 -210.668 
-102.657 -7426.9 -772.094 -3758.74 -425.271 4045.41 -2562.43 830.791 -6588.61 -194.139 7411.75 3388.18 480.514 
-38.6205 -2863.54 -298.855 -1449.8 -164.667 1559.37 -987.7 321.271 -2542.15 -75.2531 2858.27 1307.47 185.376 
-69.4538 -5086.35 -529.83 -2575.26 -291.722 2770.38 -1755.61 568.509 -4514.02 -133.06 5077.2 2320.01 330.344 
351.405 25486.7 2651.18 12900.6 1459.36 -13882.3 8794.65 -2851.7 22614.7 669.878 -25435.7 -11627.7 -1649.21 
-260.477 -18898.2 -1967.14 -9566.92 -1082.73 10293.3 -6520.82 2114.64 -16768.3 -495.722 18861.4 8622.88 1224.31 
44.1338 3126.13 325.917 1583.26 179.395 -1702.5 1077.82 -350.151 2773.02 82.0103 -3120.26 -1426.74 -203.373 
