-6661.71 5420.51 -7753.7 2925.13 -1525.49 1120.15 -4657.38 6134.68 3025.25 5246.06 -2003.69 -1982.74 -215.091 -6036.28 686.043 -56.5062 -8763.41 
-15826.9 12875.2 -18417.7 6949.55 -3625.63 2662.94 -11065.4 14574.9 7184.99 12460.8 -4759.82 -4710.73 -508.738 -14341.8 1630.74 -134.886 -20816.4 
-250.396 204.183 -290.255 108.871 -57.7284 41.6855 -175.793 230.888 113.161 197.292 -74.2323 -74.2056 -8.51162 -226.407 26.7338 -2.66299 -329.112 
-4926.98 4009.07 -5734.28 2162.93 -1128.39 828.823 -3444.87 4537.63 2236.85 3880.15 -1481.52 -1465.88 -158.223 -4465.32 507.078 -41.8397 -6480.45 
-1495.05 1216.13 -1739.99 656.276 -341.655 252.002 -1046.34 1376.39 678.335 1178.06 -450.03 -444.433 -47.3088 -1355.88 154.385 -12.3252 -1967.87 
-11328.5 9216.68 -13183.2 4975.55 -2596.45 1906.31 -7921.69 10432.2 5142.33 8920.11 -3407.97 -3371.12 -363.47 -10265.7 1166.59 -95.9429 -14899.4 
-6847.39 5572.65 -7970.05 3008.1 -1569.33 1151.85 -4788.58 6306.64 3108.74 5391.81 -2059.64 -2039.09 -220.324 -6204.83 704.969 -57.496 -9008.16 
-8504.32 6919.41 -9898.22 3735.78 -1948.25 1431.09 -5946.81 7832.31 3860.99 6696.42 -2558.04 -2530.79 -273.872 -7706.52 875.588 -71.9231 -11186.1 
-17365.5 14127.8 -20209.7 7626.15 -3977.93 2920.16 -12142.3 15992.2 7883.22 13671.6 -5222.72 -5169.3 -557.662 -15736.1 1787.57 -148.621 -22838.6 
3283.84 -2671.95 3821.39 -1441.16 753.098 -552.442 2296 -3024.12 -1489.73 -2584.17 987.241 977.435 104.922 2974.25 -337.373 28.8978 4317.17 
-9447.1 7685.32 -10994.5 4149.24 -2165.12 1588.93 -6606 8700.15 4288.62 7438.69 -2841.66 -2812.15 -303.122 -8561.53 972.788 -81.4385 -12425.7 
-24112 19617.4 -28062.7 10589.8 -5523.8 4055.75 -16860.4 22204.3 10945.8 18984.9 -7253.33 -7177.41 -775.823 -21850.8 2484 -205.35 -31715.8 
-4107.8 3340.57 -4780.02 1803.5 -941.886 690.513 -2871.51 3782.53 1864.12 3233.4 -1234.96 -1222.4 -132.124 -3722.04 423.051 -34.2877 -5401.56 
