0.0258536 -0.41399 0.951417 -0.747991 -0.937597 -0.160068 -0.677841 0.902577 0.947187 0.442823 -0.97744 0.101664 0.287598 0.802776 0.995965 0.802791 0.967776 0.011596 -0.760088 -0.170395 -0.989105 -0.965488 -0.00394736 0.357695 0.084152 0.102287 0.199618 0.0960259 -0.419534 0.608435 -0.653616 -0.368403 0.776052 -0.794945 -0.883858 0.240566 -0.457512 -0.000899427 -0.614319 -0.665161 0.826099 0.094232 -0.435709 0.284693 -0.565706 0.657335 0.588124 -0.0222292 0.144759 0.756941 -0.552215 0.0266826 0.000156662 -0.838678 -0.148584 0.970014 -0.20734 0.479716 -0.474001 
0.933981 -0.657321 0.564454 -0.926888 0.385943 -0.200486 0.278166 -0.726849 0.0222565 0.601313 -0.447765 0.423404 0.579859 0.720046 -0.620481 0.0236309 0.535515 -0.424001 -0.67166 0.563627 -0.218231 0.97737 -0.577365 -0.688349 0.520869 0.538554 0.674765 -0.0789227 -0.0114438 0.0531964 0.903833 0.107617 0.685092 0.86742 -0.273591 -0.556726 -0.0492996 -0.499757 -0.150323 -0.809738 0.450987 -0.0865447 -0.310231 0.917194 -0.898765 0.463578 -0.982687 0.861642 0.0111176 -0.802548 0.260409 -0.0565151 0.834821 0.232269 -0.13967 -0.263448 0.671664 0.453395 0.403032 
0.458641 0.0478888 0.186403 0.00744905 -0.107139 -0.929492 0.947128 0.900517 -0.543105 -0.00948444 -0.514327 -0.444934 -0.767397 0.724831 -0.161666 0.134123 -0.964475 -0.832858 0.790981 -0.816637 0.326169 -0.350588 -0.573431 -0.343431 0.512693 0.378018 -0.415926 -0.132004 0.802934 0.409277 -0.410751 0.583511 0.34196 -0.181155 -0.813863 0.297554 0.230854 -0.5376 0.362903 0.544822 0.048761 0.130855 -0.176118 -0.516613 -0.423656 -0.298901 0.996 -0.456106 0.709598 0.769811 0.30351 0.392311 -0.314801 -0.925218 -0.378899 0.922103 -0.152322 0.867731 0.331443 
-0.485283 0.637095 0.390933 -0.879815 -0.419835 0.310135 0.793056 -0.811458 0.123474 -0.561867 0.730855 -0.662862 -0.960266 0.412719 0.0468975 -0.00646875 -0.645814 -0.0742244 0.560778 -0.845728 0.0876508 -0.584848 0.74385 0.101999 0.38755 -0.540596 -0.126236 0.0540458 0.276928 0.304796 0.566557 -0.14816 -0.50157 -0.367215 -0.348635 -0.211178 -0.229583 0.158421 -0.9466 0.901988 0.148886 0.697997 -0.360724 -0.458976 0.0243235 0.845407 0.935142 -0.668588 -0.444565 0.718976 0.292729 0.236502 -0.619475 -0.737721 0.18435 -0.368411 -0.503612 -0.741643 0.585929 
0.76674 -0.807823 -0.15745 0.831948 0.0601042 0.575102 0.930266 0.561443 -0.205932 -0.980269 -0.268771 0.880155 -0.554895 -0.625535 0.857987 0.85431 -0.416157 0.589264 -0.848768 -0.350751 -0.545136 0.27361 0.89406 -0.770619 -0.325488 -0.0634294 -0.403413 -0.597572 -0.816183 0.907808 0.615422 -0.766597 0.402144 0.186267 0.543284 -0.152313 0.508858 0.473408 0.268828 0.427593 0.819626 0.310845 -0.696618 -0.14603 0.733348 0.646427 -0.733812 0.51994 -0.343146 -0.287404 -0.984546 0.908224 -0.0868895 -0.686049 -0.490726 -0.946256 0.00210115 0.199737 0.401517 
0.357513 0.0545652 0.452059 -0.846272 0.150709 0.51634 -0.221603 -0.797478 0.481562 -0.640305 0.265432 -0.899675 -0.783645 -0.571345 -0.35121 -0.727463 -0.582242 0.115462 0.482548 0.0473015 0.82038 -0.0747267 -0.130137 0.649766 0.556737 -0.879539 -0.224742 0.932277 0.846662 -0.0850351 0.952536 -0.496747 -0.508084 -0.955099 0.140538 0.629338 0.0633983 0.518389 -0.262988 -0.800755 0.959402 -0.0075625 0.238134 -0.218549 0.434052 0.744381 0.384515 -0.00496351 -0.0441844 0.762988 0.961153 -0.385793 -0.596718 0.186091 0.641611 0.41276 0.00220286 -0.342441 -0.700946 
0.193191 0.355574 -0.19108 0.33399 -0.483325 -0.355342 -0.686285 -0.515262 -0.0821503 -0.380669 -0.761249 -0.339535 -0.129107 -0.818043 0.83139 -0.368899 -0.817791 0.4568 0.872804 0.273119 -0.918355 -0.158373 0.841086 -0.880693 -0.249534 0.401326 0.401063 -0.0721002 0.715863 -0.039699 -0.274537 -0.585722 -0.0224615 -0.655158 0.142682 0.20607 0.873156 -0.0403235 0.415695 -0.813672 -0.710908 0.970807 -0.352943 0.189635 0.245105 0.729442 0.647586 0.034001 0.969618 -0.164489 -0.725708 -0.488942 0.206741 -0.878275 -0.184628 0.887017 -0.804337 -0.136954 -0.99976 
-0.210192 -0.227823 -0.469176 -0.83849 0.209788 0.845849 -0.663443 0.779258 0.267864 -0.620177 0.332187 0.981667 0.929141 0.316191 0.648632 -0.369112 0.0735237 -0.615747 0.92758 -0.476631 0.869355 0.814843 0.625395 0.696019 -0.140511 0.513728 0.608933 0.706101 -0.381527 -0.151108 0.657162 -0.561827 0.0999975 -0.389983 0.679536 0.335861 0.609403 0.465109 -0.284455 -0.0499038 0.108215 -0.193138 -0.991079 0.270414 0.469013 0.42338 -0.60653 -0.551384 0.116 0.836123 0.0779833 0.220357 0.902627 -0.635847 -0.21601 -0.363477 0.856391 0.924445 0.843939 
-0.690965 0.794244 0.957666 -0.279245 -0.734328 -0.63722 0.0778633 0.766801 -0.212691 -0.166938 -0.436131 -0.0113776 -0.748477 -0.556213 -0.627782 -0.641121 0.055971 -0.118569 0.727069 -0.998883 0.649226 0.287664 -0.505126 -0.591277 0.00386272 -0.766496 0.74942 0.676607 0.173222 -0.266729 -0.0671616 0.627535 0.980281 0.151404 -0.308574 -0.450706 -0.0781292 -0.913095 -0.967437 0.127253 0.610672 -0.0981283 -0.840958 -0.826574 -0.199823 -0.237396 -0.0789685 -0.195654 0.157138 -0.505279 0.580428 0.652394 -0.40387 -0.345079 0.424636 0.0642692 0.642553 -0.790308 -0.484614 
-0.573881 0.359526 -0.202437 0.702926 0.719482 0.0622335 0.873023 -0.570982 -0.0265874 -0.87611 0.175655 0.170519 -0.727816 0.116818 -0.856308 -0.61048 0.512157 0.919892 -0.720549 0.888191 -0.667409 0.525561 0.811632 0.357187 -0.212869 -0.105316 0.284598 -0.337515 0.786944 -0.34541 -0.43891 -0.651543 0.843054 -0.252152 -0.00914887 -0.793108 -0.397387 0.791255 0.675108 0.03156 -0.139338 0.954801 0.0634597 0.289055 0.68867 0.807953 0.0682457 0.893432 0.470096 -0.463152 -0.0272333 -0.313852 -0.725744 0.367134 0.147014 -0.135217 -0.598997 -0.454762 -0.850788 
0.747663 -0.157297 0.172416 -0.334789 -0.924315 0.904066 0.526104 0.12486 0.423373 -0.465301 -0.414537 0.777562 0.381181 0.405381 -0.861278 0.425708 0.822898 0.388107 0.871659 -0.0468714 0.216306 -0.563017 -0.63588 0.76655 -0.599116 0.646039 -0.0549181 0.976924 -0.806774 0.598379 0.998315 0.718018 -0.211187 0.670494 -0.891436 -0.244966 -0.994541 0.905358 0.507667 0.522737 -0.154832 -0.0203952 -0.516598 -0.190025 0.524755 -0.134425 -0.935273 -0.763976 0.233827 0.297988 0.676785 -0.88123 -0.441681 -0.936828 -0.891416 0.323422 0.0688541 -0.502519 0.432141 
-0.0252242 0.641661 0.712098 0.390534 -0.469149 0.0873327 0.198063 0.925152 -0.932149 -0.997329 0.683052 0.0139921 0.646886 -0.991646 -0.407022 0.65978 -0.376176 0.515129 0.312968 0.99265 0.704368 -0.31601 0.23084 0.760026 0.199167 -0.951808 -0.406906 -0.163579 0.225746 -0.314277 -0.977951 0.0227237 -0.285064 0.0896082 0.679493 0.106252 0.321372 0.449915 -0.46559 0.18125 -0.410068 0.787662 0.971422 0.594756 -0.985438 0.498494 -0.659225 0.442971 -0.38954 -0.335366 -0.225489 -0.16537 0.900726 0.237403 -0.775558 -0.558295 -0.199031 0.669857 -0.379407 
-0.859369 -0.201416 0.538521 0.920953 -0.885419 0.851591 0.0480634 -0.214527 0.515634 -0.901637 0.616376 -0.555876 0.299504 -0.0283957 0.0994559 0.50074 0.586591 -0.922686 -0.624908 -0.632908 0.360532 0.839827 0.309961 -0.451514 0.55978 0.862403 0.976984 0.618586 -0.468705 -0.686793 0.872984 -0.778031 -0.148988 -0.592367 0.548391 0.738568 -0.447487 0.162015 0.601829 -0.566981 -0.63838 0.356941 0.87066 0.50134 -0.824337 0.89187 0.478055 -0.175871 0.230596 -0.383167 0.840873 0.497199 -0.858097 -0.066653 0.958518 -0.997192 -0.208376 0.0114253 -0.935255 
0.720153 0.0870128 0.633675 0.248651 0.803147 -0.523201 0.893202 0.0591244 -0.318307 -0.203425 -0.217603 0.69057 -0.125177 0.949934 -0.26294 0.231251 -0.686512 0.681395 0.720649 0.867412 -0.18977 -0.110098 0.965441 -0.818753 -0.338996 0.158192 -0.610909 -0.827409 -0.751827 -0.37651 -0.915761 -0.712085 -0.17085 -0.257214 -0.283333 -0.012853 0.650069 -0.987208 -0.0199857 -0.356087 0.750383 0.691643 -0.614433 -0.643192 -0.943842 -0.142971 0.488195 -0.624844 -0.919272 0.686481 0.197057 -0.167564 0.282446 -0.974981 0.863576 0.527649 -0.597994 -0.577837 -0.235187 
