0.0041481 1.515e-10 3.98844e-05 7.94839e-05 0.000113386 0.000230262 0.000369029 0.000219319 0.00145512 0.00770981 0.100047 0.00342407
0.00114259 1.01723e-12 1.38417e-06 1.96675e-06 4.07612e-06 9.43394e-06 2.10693e-05 0.000124772 0.000222329 0.000964082 0.00306981 0.00661253
0.00197804 2.10822e-12 2.69373e-06 3.83195e-06 7.943e-06 1.83708e-05 4.1069e-05 0.000243019 0.000433334 0.00187904 0.00600276 0.00958458
0.00251759 3.36132e-12 3.93155e-06 5.59898e-06 1.16074e-05 2.68283e-05 6.00324e-05 0.000354964 0.000633367 0.00274638 0.00880067 0.0123832
0.00288517 4.80369e-12 5.09926e-06 7.26957e-06 1.50726e-05 3.48159e-05 7.79756e-05 0.000460727 0.000822595 0.00356684 0.0114631 0.0150349
0.00319038 6.42556e-12 6.19827e-06 8.84515e-06 1.83415e-05 4.23417e-05 9.49113e-05 0.000560407 0.00100115 0.00434101 0.0139892 0.0175516
0.00348178 8.20204e-12 7.23193e-06 1.033e-05 2.14227e-05 4.94273e-05 0.000110883 0.000654282 0.0011695 0.00507088 0.0163833 0.0199374
0.00375766 1.01046e-11 8.20433e-06 1.17294e-05 2.43273e-05 5.60994e-05 0.000125947 0.000742703 0.00132824 0.00575903 0.0186515 0.0221956
0.00400885 1.2104e-11 9.11913e-06 1.30483e-05 2.7065e-05 6.23819e-05 0.000140152 0.000825981 0.00147789 0.00640777 0.0207996 0.024328
0.00421413 1.41735e-11 9.97983e-06 1.42913e-05 2.96455e-05 6.8298e-05 0.000153548 0.000904418 0.00161897 0.00701934 0.0228332 0.0263298
0.00435022 1.62816e-11 1.07868e-05 1.54585e-05 3.20689e-05 7.38489e-05 0.000166134 0.000978029 0.00175149 0.00759374 0.0247509 0.028207
0.00440653 1.84076e-11 1.15436e-05 1.65549e-05 3.43457e-05 7.90596e-05 0.000177964 0.00104714 0.00187601 0.00813345 0.0265595 0.0299719
0.00443412 2.05304e-11 1.22526e-05 1.75834e-05 3.64815e-05 8.39438e-05 0.000189066 0.00111193 0.00199284 0.00863979 0.0282623 0.0316347
0.0044881 2.26302e-11 1.29154e-05 1.85462e-05 3.84809e-05 8.85125e-05 0.000199462 0.00117255 0.00210221 0.0091138 0.0298615 0.0332014
0.00454903 2.46987e-11 1.35363e-05 1.94492e-05 4.03565e-05 9.27955e-05 0.000209219 0.00122938 0.00220482 0.00955851 0.0313664 0.0346746
0.0045742 2.67304e-11 1.41193e-05 2.02982e-05 4.21198e-05 9.68194e-05 0.000218395 0.00128279 0.0023013 0.0099766 0.0327852 0.0360612
0.0045524 2.87218e-11 1.4668e-05 2.10981e-05 4.37814e-05 0.000100609 0.000227044 0.00133308 0.00239222 0.0103706 0.0341258 0.0373621
0.00451649 3.0655e-11 1.51814e-05 2.18473e-05 4.53378e-05 0.000104156 0.000235148 0.00138017 0.00247739 0.0107396 0.0353847 0.0385774
0.00448584 3.25143e-11 1.5659e-05 2.2545e-05 4.67872e-05 0.000107458 0.000242696 0.001424 0.00255671 0.0110833 0.0365597 0.0397188
0.00445298 3.4308e-11 1.61062e-05 2.31988e-05 4.81453e-05 0.00011055 0.000249772 0.00146506 0.00263105 0.0114054 0.0376633 0.040788
0.00442388 3.60291e-11 1.65236e-05 2.38097e-05 4.94144e-05 0.000113439 0.000256386 0.00150341 0.00270051 0.0117063 0.0386965 0.0417956
0.00438636 3.76884e-11 1.69162e-05 2.43847e-05 5.06089e-05 0.000116156 0.000262612 0.00153949 0.00276589 0.0119896 0.0396708 0.0427456
0.00434717 3.92853e-11 1.72855e-05 2.49259e-05 5.17334e-05 0.000118713 0.000268474 0.00157345 0.00282744 0.0122562 0.0405896 0.0436346
0.00431668 4.08062e-11 1.76299e-05 2.5431e-05 5.27827e-05 0.000121098 0.000273947 0.00160513 0.00288488 0.0125051 0.0414485 0.0444662
0.0042924 4.22524e-11 1.7951e-05 2.59024e-05 5.37622e-05 0.000123323 0.000279055 0.00163468 0.00293849 0.0127374 0.0422513 0.0452434
0.00428206 4.3623e-11 1.82501e-05 2.63416e-05 5.46747e-05 0.000125396 0.000283815 0.00166221 0.00298845 0.0129538 0.0430004 0.0459703
0.00428782 4.49204e-11 1.85287e-05 2.6751e-05 5.55252e-05 0.000127327 0.000288253 0.00168787 0.00303501 0.0131555 0.0436996 0.0466523
0.00430246 4.61523e-11 1.87893e-05 2.71341e-05 5.63213e-05 0.000129134 0.000292408 0.00171187 0.00307859 0.0133442 0.0443547 0.0472919
0.00431701 4.73215e-11 1.90332e-05 2.7493e-05 5.70669e-05 0.000130827 0.0002963 0.00173435 0.00311942 0.0135211 0.0449691 0.047892
0.00432413 4.84318e-11 1.9262e-05 2.78297e-05 5.77665e-05 0.000132414 0.000299951 0.00175543 0.00315771 0.0136869 0.0455461 0.0484535
0.00432962 4.94817e-11 1.94758e-05 2.81444e-05 5.84205e-05 0.000133897 0.000303366 0.00177514 0.00319352 0.013842 0.0460861 0.0489737
0.00434142 5.04626e-11 1.96734e-05 2.84355e-05 5.90251e-05 0.000135269 0.000306523 0.00179336 0.00322663 0.0139854 0.0465858 0.0494541
0.00435438 5.13758e-11 1.98555e-05 2.87039e-05 5.95828e-05 0.000136533 0.000309435 0.00181016 0.00325716 0.0141177 0.0470471 0.0499095
0.00435949 5.22497e-11 2.00282e-05 2.89585e-05 6.01119e-05 0.000137732 0.000312199 0.0018261 0.00328613 0.0142431 0.0474851 0.050345
0.00436307 5.30917e-11 2.01933e-05 2.92018e-05 6.06175e-05 0.000138878 0.00031484 0.00184132 0.00331381 0.014363 0.047904 0.0507508
0.00437376 5.38808e-11 2.03467e-05 2.94281e-05 6.10877e-05 0.000139944 0.000317296 0.00185548 0.00333955 0.0144745 0.0482937 0.0511274
0.00438622 5.46172e-11 2.04888e-05 2.96378e-05 6.15234e-05 0.000140931 0.000319572 0.00186859 0.00336341 0.0145778 0.0486552 0.0514774
0.00439644 5.53061e-11 2.06208e-05 2.98327e-05 6.19282e-05 0.000141848 0.000321687 0.00188078 0.00338558 0.0146739 0.0489913 0.0518029
0.00440484 5.59504e-11 2.07435e-05 3.00138e-05 6.23046e-05 0.000142701 0.000323654 0.00189211 0.00340619 0.0147631 0.0493039 0.0521082
0.00441188 5.6558e-11 2.08585e-05 3.01837e-05 6.26576e-05 0.0001435 0.000325499 0.00190273 0.00342552 0.0148468 0.0495972 0.0523923
0.00441722 5.71264e-11 2.09656e-05 3.03418e-05 6.29861e-05 0.000144244 0.000327215 0.00191262 0.0034435 0.0149247 0.0498703 0.0526564
0.00441771 5.76578e-11 2.10651e-05 3.04888e-05 6.32917e-05 0.000144936 0.000328812 0.00192181 0.00346023 0.0149972 0.0501245 0.0529089
0.00441159 5.81689e-11 2.11604e-05 3.06297e-05 6.35843e-05 0.000145598 0.000330342 0.00193062 0.00347626 0.0150666 0.0503681 0.0531424
0.00440386 5.86439e-11 2.12486e-05 3.076e-05 6.38551e-05 0.000146211 0.000331757 0.00193876 0.00349109 0.0151308 0.0505935 0.0533534
0.00439469 5.90748e-11 2.13283e-05 3.08778e-05 6.40998e-05 0.000146765 0.000333036 0.00194612 0.00350449 0.0151888 0.0507973 0.0535496
0.00438137 5.94777e-11 2.14025e-05 3.09875e-05 6.43278e-05 0.000147281 0.000334228 0.00195298 0.00351697 0.0152428 0.0509872 0.0537466
0.00436316 5.98842e-11 2.14771e-05 3.10978e-05 6.4557e-05 0.0001478 0.000335426 0.00195988 0.00352952 0.0152972 0.0511782 0.053933
0.00434852 6.02695e-11 2.15476e-05 3.12021e-05 6.47737e-05 0.00014829 0.000336559 0.00196639 0.00354138 0.0153486 0.0513588 0.0541053
0.00433795 6.06261e-11 2.16126e-05 3.12983e-05 6.49735e-05 0.000148742 0.000337604 0.0019724 0.00355233 0.015396 0.0515255 0.0542671
0.00432926 6.09617e-11 2.16737e-05 3.13886e-05 6.51611e-05 0.000149167 0.000338585 0.00197804 0.0035626 0.0154404 0.0516819 0.0544178
0.00432247 6.12747e-11 2.17304e-05 3.14725e-05 6.53355e-05 0.000149561 0.000339497 0.00198329 0.00357215 0.0154818 0.0518275 0.0545568
0.00431761 6.15638e-11 2.17827e-05 3.15499e-05 6.54963e-05 0.000149925 0.000340337 0.00198812 0.00358095 0.0155199 0.0519616 0.0546841
0.00431407 6.1829e-11 2.18305e-05 3.16207e-05 6.56434e-05 0.000150258 0.000341106 0.00199254 0.00358901 0.0155548 0.0520844 0.0548034
0.00431084 6.2078e-11 2.18754e-05 3.1687e-05 6.57812e-05 0.00015057 0.000341827 0.00199669 0.00359656 0.0155875 0.0521995 0.0549158
0.00430805 6.2313e-11 2.19176e-05 3.17495e-05 6.59111e-05 0.000150863 0.000342506 0.00200059 0.00360367 0.0156183 0.052308 0.0550204
0.00430612 6.2532e-11 2.19568e-05 3.18076e-05 6.60318e-05 0.000151137 0.000343137 0.00200422 0.00361028 0.0156469 0.0524088 0.0551157
0.00430512 6.27316e-11 2.19926e-05 3.18605e-05 6.61417e-05 0.000151385 0.000343712 0.00200752 0.00361629 0.015673 0.0525006 0.0552021
0.0043047 6.29128e-11 2.2025e-05 3.19084e-05 6.62413e-05 0.00015161 0.000344233 0.00201052 0.00362175 0.0156966 0.0525838 0.0552825
0.00430449 6.30814e-11 2.2055e-05 3.1953e-05 6.63339e-05 0.00015182 0.000344717 0.0020133 0.00362682 0.0157185 0.0526612 0.0553607
0.00430449 6.32457e-11 2.20843e-05 3.19963e-05 6.64239e-05 0.000152023 0.000345188 0.00201601 0.00363175 0.0157399 0.0527364 0.0554337
0.00430449 6.33993e-11 2.21117e-05 3.20368e-05 6.65081e-05 0.000152214 0.000345628 0.00201854 0.00363636 0.0157598 0.0528067 0.055502
0.00430449 6.3543e-11 2.21372e-05 3.20746e-05 6.65866e-05 0.000152391 0.000346039 0.0020209 0.00364066 0.0157785 0.0528724 0.0555657
0.00430449 6.36773e-11 2.21611e-05 3.211e-05 6.666e-05 0.000152557 0.000346423 0.0020231 0.00364468 0.0157959 0.0529338 0.0556253
0.00430449 6.3803e-11 2.21833e-05 3.2143e-05 6.67286e-05 0.000152712 0.000346782 0.00202517 0.00364843 0.0158121 0.0529911 0.0556809
0.00430449 6.39204e-11 2.22042e-05 3.21738e-05 6.67926e-05 0.000152857 0.000347116 0.00202709 0.00365194 0.0158273 0.0530446 0.0557328
0.00430449 6.40302e-11 2.22236e-05 3.22026e-05 6.68524e-05 0.000152992 0.000347429 0.00202889 0.00365521 0.0158415 0.0530946 0.0557814
0.00430449 6.41328e-11 2.22417e-05 3.22294e-05 6.69083e-05 0.000153119 0.000347721 0.00203057 0.00365827 0.0158547 0.0531414 0.0558267
0.00430449 6.42287e-11 2.22587e-05 3.22545e-05 6.69604e-05 0.000153237 0.000347994 0.00203213 0.00366113 0.0158671 0.053185 0.055869
0.00430449 6.43183e-11 2.22745e-05 3.2278e-05 6.70092e-05 0.000153347 0.000348249 0.0020336 0.0036638 0.0158786 0.0532257 0.0559086
0.00430449 6.44021e-11 2.22893e-05 3.22999e-05 6.70547e-05 0.00015345 0.000348487 0.00203497 0.00366629 0.0158894 0.0532638 0.0559455
0.00430449 6.44803e-11 2.23031e-05 3.23203e-05 6.70972e-05 0.000153546 0.000348709 0.00203624 0.00366861 0.0158995 0.0532994 0.05598
0.00430449 6.45535e-11 2.2316e-05 3.23394e-05 6.71369e-05 0.000153636 0.000348917 0.00203744 0.00367079 0.0159089 0.0533326 0.0560123
0.00430449 6.46219e-11 2.23281e-05 3.23573e-05 6.71739e-05 0.000153719 0.000349111 0.00203855 0.00367282 0.0159177 0.0533636 0.0560424
0.00430449 6.46858e-11 2.23393e-05 3.2374e-05 6.72086e-05 0.000153798 0.000349292 0.00203959 0.00367472 0.0159259 0.0533926 0.0560705
0.00430449 6.47455e-11 2.23498e-05 3.23895e-05 6.72409e-05 0.000153871 0.000349461 0.00204056 0.00367649 0.0159336 0.0534196 0.0560967
0.00430449 6.48013e-11 2.23596e-05 3.24041e-05 6.72711e-05 0.000153939 0.000349619 0.00204147 0.00367814 0.0159408 0.0534449 0.0561213
0.00430449 6.48534e-11 2.23688e-05 3.24176e-05 6.72993e-05 0.000154003 0.000349767 0.00204232 0.00367969 0.0159474 0.0534685 0.0561442
0.00430449 6.49021e-11 2.23774e-05 3.24303e-05 6.73257e-05 0.000154062 0.000349905 0.00204311 0.00368113 0.0159537 0.0534906 0.0561656
0.00430449 6.49476e-11 2.23853e-05 3.24422e-05 6.73503e-05 0.000154118 0.000350033 0.00204385 0.00368248 0.0159595 0.0535112 0.0561855
0.00430449 6.49902e-11 2.23928e-05 3.24532e-05 6.73733e-05 0.00015417 0.000350154 0.00204454 0.00368373 0.015965 0.0535304 0.0562042
