-241914 246803 206696 -67973.7 349477 -419369 -170418 
45689.1 -46609.3 -39039.3 12835.4 -66003.1 79204.7 32189.9 
-285574 291344 243998 -80243.7 412550 -495056 -201171 
169809 -173240 -145088 47713.9 -245313 294374 119624 
573181 -584761 -489735 161054 -828037 993638 403780 
