4390.03 -7935.5 6328.74 -18943.4 5455.21 -8393.89 7911.7 -15241 7219.3 -9501.72 -8410.08 -14395.2 22037.5 
-1422.03 2570.9 -2050.68 6138.79 -1767.17 2720.31 -2564.58 4938.58 -2339.13 3078.16 2725.55 4664.95 -7141.25 
1507.52 -2726.25 2174.3 -6506.27 1873.67 -2883.52 2717.32 -5234.54 2480.51 -3263.01 -2888.63 -4945.15 7569.97 
-2244.01 4055.5 -3235.21 9681.93 -2788 4290.21 -4044.31 7789.98 -3689.85 4856 4298.21 7356.5 -11262.4 
675.206 -1221.9 975.013 -2918.08 841.234 -1292.73 1219.47 -2348.26 1111.36 -1462.83 -1295.06 -2217.75 3393.92 
3677.55 -6648.26 5301.54 -15866.6 4570.37 -7031.29 6626.07 -12766.4 6048.12 -7959.69 -7043.19 -12056.9 18459.5 
-6478.14 11713.1 -9342.19 27959 -8052 12390.2 -11677.5 22494.2 -10656.8 14024.5 12412.3 21245.3 -32524.1 
3589.29 -6488.87 5174.13 -15489.2 4460.56 -6862.69 6468.09 -12460.2 5903.81 -7768.2 -6875.38 -11769.2 18017.8 
-5823.84 10529.2 -8397.08 25133.4 -7239.68 11138.4 -10496.7 20221.5 -9579.92 12607.5 11157.4 19099.9 -29240.1 
-460.077 831.796 -663.34 1983.74 -571.151 878.986 -829.034 1595.81 -756.575 995.522 880.195 1506.6 -2307.74 
2613.31 -4725.54 3768.03 -11280.3 3248.85 -4998.54 4710.6 -9073.83 4298.03 -5657.93 -5006.52 -8571.54 13122.4 
