-5101.94 6160.03 -14578.5 94.6872 9047.66 -1934.6 -8253.19 -1980.87 -4152.57 9708.58 7155.48 7211.72 -429.538 2328.79 -382.581 -3161.11 10325 -9667.26 -2246.23 
7118.76 -8595.2 20344.7 -132.485 -12625.6 2701.77 11518.9 2765.83 5797.12 -13547 -9986.09 -10063.3 599.278 -3250.59 533.913 4413.21 -14409.3 13491.5 3134.19 
15583.4 -18814.6 44531.4 -290.969 -27637.3 5911.51 25210.8 6051.43 12687.9 -29655.5 -21856 -22028.5 1310.03 -7117.51 1166.68 9657.56 -31540.6 29531.1 6862.29 
-4332.75 5230.92 -12378.8 81.5982 7683.4 -1643.67 -7008.49 -1682.45 -3525.85 8243.5 6075.33 6123.7 -363.895 1978.43 -325.414 -2684.22 8767.17 -8209.01 -1907.12 
-6137.34 7408.64 -17535.9 114.972 10883.4 -2328.73 -9927.87 -2384.28 -4996.34 11677.5 8605.74 8674.66 -515.917 2801.47 -459.796 -3802.94 12419 -11628 -2702.14 
7009.65 -8463.18 20028.9 -130.294 -12430 2659.81 11339.9 2722.08 5706.17 -13338.4 -9830.62 -9907.89 590.115 -3201.46 525.042 4344.23 -14186.9 13281.4 3086.4 
1126.07 -1358.95 3217.82 -21.0699 -1997.69 427.613 1822.06 436.456 915.783 -2141.59 -1579.87 -1592.43 95.5634 -513.878 83.5136 697.736 -2278.03 2132.88 495.376 
4535.92 -5476.38 12963.2 -84.091 -8045.48 1721.04 7339.98 1760.9 3693.42 -8633.25 -6361.87 -6412.88 381.411 -2071.83 340.789 2810.68 -9181.14 8595.65 1998.09 
1398.43 -1688.57 3996.73 -25.9167 -2480.11 529.686 2262.55 543.367 1138.62 -2660.56 -1961.95 -1977.17 118.277 -638.382 104.769 865.895 -2831.13 2650.62 616.607 
656.656 -792.659 1876.08 -12.5003 -1165.71 248.777 1063.39 254.606 535.581 -1249.97 -921.186 -928.24 55.833 -300.008 48.5381 406.426 -1328.69 1244.1 288.634 
-10835.4 13081.3 -30962.7 201.42 19216.9 -4111.05 -17530 -4209.26 -8820.99 20619 15196.5 15316.7 -910.109 4948.21 -811.761 -6716.19 21930.4 -20533 -4771.03 
3336.49 -4027.31 9532.2 -61.9512 -5916.99 1265.22 5396.4 1295.27 2716.85 -6348 -4678.65 -4715.47 279.947 -1523.32 249.948 2067.62 -6751.49 6322.73 1468.72 
-8783.01 10605.6 -25100.1 163.268 15577.5 -3331.14 -14211.3 -3411.47 -7150.94 16714 12319.6 12417.2 -737.585 4011.61 -657.837 -5443.55 17777.5 -16643.7 -3866.79 
9655.22 -11657.8 27589.6 -179.6 -17123.2 3662.94 15619.8 3748.9 7860.75 -18373.1 -13541.3 -13648.9 812.723 -4409.52 723.838 5984.31 -19540.9 18295.4 4251.07 
2034.2 -2456.29 5814 -37.3378 -3608.43 771.167 3291.07 791.187 1657.07 -3872.09 -2854.46 -2876.88 171.162 -929.266 152.799 1261.11 -4118.02 3854.95 896.77 
-936.677 1131.49 -2678.44 16.9904 1663.1 -356.484 -1515.6 -364.003 -763.393 1784.2 1313.93 1324.2 -78.9063 428.164 -70.6425 -581.797 1897.69 -1777.03 -413.698 
-10678.8 12893.2 -30518.4 199.516 18940 -4050.82 -17277.4 -4148.01 -8694.86 20322.4 14979.2 15097.2 -897.263 4876.51 -800.717 -6618.15 21615.5 -20237.5 -4701.95 
