-2823.38 -4443.29 5983.25 -3045.54 2042.79 3256.07 -3434.92 -5435.94 3181.93 4190.03 -1985.17 1402.43 -2786.59 -3911.85 -4839.55 3016.9 1063.88 -5076.26 185.147 6593.21 -1527.38 -2573.81 7375.71 
2253.16 3546.57 -4777.47 2429.83 -1629.64 -2599.42 2741.57 4338.56 -2540.04 -3345.84 1584.34 -1119.37 2223.63 3123.07 3863.25 -2407.48 -848.068 4052.69 -147.966 -5262.85 1218.13 2053.78 -5889.02 
451.141 709.558 -955.378 486.006 -326.184 -519.282 548.394 867.653 -506.822 -669.417 316.709 -224.357 445.064 624.632 772.03 -482.004 -169.265 809.316 -29.6535 -1052.1 242.748 410.727 -1176.72 
182.228 285.75 -385.63 196.291 -131.485 -210.573 220.543 350.651 -205.708 -270.126 128.259 -89.8708 179.373 253.035 312.137 -194.996 -67.6983 327.291 -11.5545 -424.216 98.6505 164.947 -475.662 
2231.19 3512.5 -4730.24 2406.58 -1614.34 -2575.66 2715.12 4297.36 -2515.51 -3313.87 1569.24 -1109.06 2202.25 3093.7 3825 -2383.66 -840.811 4013.48 -146.312 -5211.77 1206.71 2034.38 -5832.18 
799.709 1259.98 -1697.66 863.418 -578.953 -924.123 974.394 1541.23 -902.686 -1188.51 563.182 -397.15 789.778 1109.32 1372.4 -855.478 -300.689 1439.5 -51.9834 -1869.22 433.655 729.879 -2092.53 
1140.62 1793.92 -2415.86 1229.05 -825.727 -1314.76 1387.54 2196.19 -1285.13 -1693.41 802.441 -567.734 1125.2 1579.28 1954.16 -1217.78 -428.573 2049.65 -74.4814 -2663.22 616.596 1039.16 -2979.75 
-1067 -1679.93 2262.4 -1151.18 772.373 1231.14 -1299.19 -2054.42 1203.81 1583.91 -751.194 531.039 -1052.54 -1479.32 -1829.61 1139.29 402.676 -1917.76 69.5866 2492.65 -577.586 -972.989 2787.5 
-3125.99 -4921.88 6628.05 -3372.68 2262.17 3608.12 -3805.6 -6021.24 3525.23 4642.36 -2200.2 1554.92 -3087.35 -4334.03 -5361.22 3340.19 1176.9 -5622.99 206.426 7302.06 -1691.97 -2849.64 8170.66 
-1055.07 -1662.05 2239.13 -1139.52 764.752 1217.44 -1284.93 -2034.26 1190.85 1567.26 -743.456 525.406 -1043.34 -1462.87 -1810.15 1127.99 398.116 -1899 69.4435 2466.79 -570.572 -962.597 2760.2 
485.678 764.085 -1030.42 524.063 -351.795 -559.598 591.3 935.076 -548.589 -722.073 341.753 -241.505 479.387 674.31 832.353 -518.795 -182.999 874.284 -31.0066 -1134.17 262.435 442.486 -1269.74 
-5078.84 -7992.82 10765.6 -5479.31 3674.51 5859.13 -6180.08 -9780.13 5726.7 7539.19 -3572.74 2525.61 -5013.54 -7038.59 -8706.89 5427.41 1912.59 -9130.97 332.93 11861.8 -2747.17 -4629.23 13270 
-1103.47 -1738.03 2340.58 -1191.53 798.881 1274.49 -1343.79 -2127.07 1245.52 1639.54 -776.485 548.216 -1089.41 -1529.77 -1892.51 1180.81 416.311 -1985.81 72.8212 2578.39 -596.549 -1005.74 2884.77 
618.583 971.679 -1309.07 666.724 -447.289 -712.537 752.135 1190.52 -696.485 -917.135 435.388 -308.108 610.472 855.446 1059.02 -660.569 -231.971 1111.04 -41.2898 -1443.85 333.422 563.036 -1614.64 
2527.69 3976.91 -5356.92 2725.49 -1828.07 -2916.29 3074.7 4865.99 -2848.3 -3752.11 1776.65 -1255.93 2494.8 3501.78 4330.98 -2699.74 -952.28 4543.7 -165.18 -5902.16 1367.16 2304.19 -6603.09 
-1122.67 -1768.95 2381.22 -1211.99 812.646 1297.31 -1367.68 -2163.94 1266.09 1667.27 -790.164 558.208 -1108.72 -1556.38 -1925.56 1199.8 422.881 -2020.89 73.5689 2624.76 -607.651 -1023.33 2936.09 
2943.21 4631.31 -6237.42 3175.3 -2128.91 -3394.87 3580.54 5666.32 -3318.91 -4368.99 2068.93 -1463.72 2903.97 4077.37 5044.97 -3144.41 -1109.12 5291.75 -193.778 -6873.05 1592.28 2681.7 -7689.22 
856.297 1349.59 -1817.09 924.866 -619.13 -988.476 1043.45 1650.54 -966.935 -1271.23 603.376 -426.865 845.259 1188.33 1468.47 -916.117 -322.76 1540.64 -55.3775 -2002.12 463.689 780.751 -2240.19 
-2380.41 -3745.89 5046.01 -2568.03 1723.23 2746.26 -2896.98 -4583.63 2684.13 3533.91 -1675.4 1183.28 -2350.72 -3298.44 -4081.04 2543.77 896.493 -4281.04 155.555 5559.87 -1286.97 -2170.24 6220.06 
